z,pT,z_pT,Q2,flavor,flavor_index,nrep,weighted_collins_mean,weighted_collins_std
0.3,0.4824120603015075,0.14472361809045226,4.0,fav,1,50,0.042035715685487564,0.03168242167564691
0.3,0.4824120603015075,0.14472361809045226,4.0,unf,3,50,-0.09512967861585782,0.03708752507934593
0.3,0.48743718592964824,0.14623115577889448,4.0,fav,1,50,0.04268927018263824,0.03205112963567597
0.3,0.48743718592964824,0.14623115577889448,4.0,unf,3,50,-0.09631329201937905,0.037446196531662326
0.3,0.49246231155778897,0.14773869346733667,4.0,fav,1,50,0.04334161993823532,0.0324140564972891
0.3,0.49246231155778897,0.14773869346733667,4.0,unf,3,50,-0.09748275544204993,0.03779585504503359
0.3,0.49748743718592964,0.1492462311557789,4.0,fav,1,50,0.04399259871727377,0.03277104793458107
0.3,0.49748743718592964,0.1492462311557789,4.0,unf,3,50,-0.0986376358450298,0.03813634764511246
0.3,0.5025125628140703,0.1507537688442211,4.0,fav,1,50,0.044642041895866916,0.03312195359713586
0.3,0.5025125628140703,0.1507537688442211,4.0,unf,3,50,-0.09977751047002888,0.03846752851520433
0.3,0.507537688442211,0.15226130653266332,4.0,fav,1,50,0.045289786513115944,0.033466627175287464
0.3,0.507537688442211,0.15226130653266332,4.0,unf,3,50,-0.10090196699657743,0.03878925905590648
0.3,0.5125628140703518,0.1537688442211055,4.0,fav,1,50,0.04593567132165972,0.03380492646236774
0.3,0.5125628140703518,0.1537688442211055,4.0,unf,3,50,-0.10201060369086186,0.03910140793878935
0.3,0.5175879396984925,0.15527638190954773,4.0,fav,1,50,0.04657953683688745,0.03413671341392458
0.3,0.5175879396984925,0.15527638190954773,4.0,unf,3,50,-0.10310302954609382,0.039403851154139385
0.3,0.5226130653266332,0.15678391959798996,4.0,fav,1,50,0.04722122538479882,0.034461854203894124
0.3,0.5226130653266332,0.15678391959798996,4.0,unf,3,50,-0.10417886441438602,0.0396964720527815
0.3,0.5276381909547738,0.15829145728643215,4.0,fav,1,50,0.047860581148496284,0.03478021927771591
0.3,0.5276381909547738,0.15829145728643215,4.0,unf,3,50,-0.10523773913011723,0.03997916138200679
