z,pT,z_pT,Q2,flavor,flavor_index,nrep,unpolarized_ff_mean,unpolarized_ff_std
0.3,0.05025125628140704,0.01507537688442211,4.0,fav,1,50,3.6835648625109654,0.1180218746436714
0.3,0.05025125628140704,0.01507537688442211,4.0,unf,3,50,1.6337113986443064,0.03772873965371251
0.3,0.05527638190954774,0.016582914572864323,4.0,fav,1,50,3.682160503484811,0.11793230335067534
0.3,0.05527638190954774,0.016582914572864323,4.0,unf,3,50,1.6331795164568863,0.037704119898370164
0.3,0.06030150753768844,0.018090452261306532,4.0,fav,1,50,3.6806230109250704,0.11783426016885265
0.3,0.06030150753768844,0.018090452261306532,4.0,unf,3,50,1.6325971776136021,0.037677169234531356
0.3,0.06532663316582915,0.019597989949748745,4.0,fav,1,50,3.678952552238958,0.11772776107117207
0.3,0.06532663316582915,0.019597989949748745,4.0,unf,3,50,1.631964436245921,0.037647891426160124
0.3,0.07035175879396985,0.021105527638190954,4.0,fav,1,50,3.677149309258356,0.11761282340291229
0.3,0.07035175879396985,0.021105527638190954,4.0,unf,3,50,1.6312813511558502,0.03761629056121288
0.3,0.07537688442211056,0.022613065326633167,4.0,fav,1,50,3.675213478206796,0.1174894658772796
0.3,0.07537688442211056,0.022613065326633167,4.0,unf,3,50,1.630547985806827,0.037582371050667314
0.3,0.08040201005025126,0.024120603015075376,4.0,fav,1,50,3.673145269663844,0.11735770857072261
0.3,0.08040201005025126,0.024120603015075376,4.0,unf,3,50,1.6297644083138847,0.037546137627693696
0.3,0.08542713567839195,0.025628140703517585,4.0,fav,1,50,3.670944908526872,0.1172175729183443
0.3,0.08542713567839195,0.025628140703517585,4.0,unf,3,50,1.628930691433104,0.037507595346599885
